MaLich,MaCB,SoHieuMB,ThoiGianDi,ThoiGianDen,TrangThai
LB000604,CB000191,MB0089,2024-12-16 05:00:00,2024-12-16 12:20:00,Tre
LB000605,CB000493,MB0052,2024-10-05 12:45:00,2024-10-06 02:54:00,Tre
LB000606,CB000333,MB0093,2024-06-19 03:15:00,2024-06-19 15:37:00,Dung gio
LB000607,CB000483,MB0091,2024-06-12 03:45:00,2024-06-12 14:19:00,Tre
LB000608,CB000411,MB0061,2025-11-25 14:15:00,2025-11-26 01:10:00,Tre
LB000609,CB000399,MB0041,2025-09-18 00:15:00,2025-09-18 08:59:00,Tre
LB000610,CB000058,MB0093,2025-02-25 14:00:00,2025-02-25 15:34:00,Dung gio
LB000611,CB000336,MB0033,2024-01-13 22:15:00,2024-01-14 10:10:00,Dung gio
LB000612,CB000266,MB0057,2025-12-05 22:00:00,2025-12-06 05:53:00,Dung gio
LB000613,CB000247,MB0041,2025-11-10 21:45:00,2025-11-11 00:47:00,Huy
LB000614,CB000457,MB0064,2024-02-25 00:15:00,2024-02-25 09:22:00,Tre
LB000615,CB000437,MB0054,2024-06-18 02:45:00,2024-06-18 08:43:00,Dung gio
LB000616,CB000170,MB0028,2024-02-21 16:15:00,2024-02-22 02:08:00,Tre
LB000617,CB000207,MB0089,2024-08-28 02:45:00,2024-08-28 10:49:00,Huy
LB000618,CB000230,MB0013,2025-05-25 14:30:00,2025-05-25 17:01:00,Tre
LB000619,CB000382,MB0067,2024-01-19 03:45:00,2024-01-19 11:17:00,Dung gio
LB000620,CB000286,MB0060,2024-01-01 02:30:00,2024-01-01 18:11:00,Huy
LB000621,CB000288,MB0024,2025-11-01 21:45:00,2025-11-02 04:04:00,Dung gio
LB000622,CB000423,MB0010,2024-08-16 14:30:00,2024-08-17 00:33:00,Huy
LB000623,CB000308,MB0053,2025-11-03 11:45:00,2025-11-03 14:11:00,Dung gio
LB000624,CB000389,MB0070,2024-08-15 00:30:00,2024-08-15 07:03:00,Dung gio
LB000625,CB000281,MB0057,2025-01-17 22:00:00,2025-01-17 23:16:00,Dung gio
LB000626,CB000253,MB0017,2025-02-23 03:30:00,2025-02-23 14:25:00,Dung gio
LB000627,CB000097,MB0016,2025-02-06 06:45:00,2025-02-06 21:19:00,Dung gio
LB000628,CB000367,MB0037,2024-04-20 13:00:00,2024-04-21 00:18:00,Huy
LB000629,CB000064,MB0081,2025-04-06 14:15:00,2025-04-06 23:15:00,Dung gio
LB000630,CB000272,MB0077,2024-02-19 17:45:00,2024-02-20 08:33:00,Huy
LB000631,CB000248,MB0056,2024-06-30 22:15:00,2024-07-01 11:13:00,Dung gio
LB000632,CB000054,MB0044,2025-11-04 19:30:00,2025-11-05 04:36:00,Tre
LB000633,CB000215,MB0063,2025-12-10 07:30:00,2025-12-10 14:47:00,Dung gio
LB000634,CB000497,MB0031,2025-04-08 04:15:00,2025-04-08 11:47:00,Huy
LB000635,CB000359,MB0093,2025-06-08 09:30:00,2025-06-08 22:08:00,Huy
LB000636,CB000324,MB0024,2024-07-24 06:30:00,2024-07-24 18:43:00,Dung gio
LB000637,CB000472,MB0071,2024-05-15 22:15:00,2024-05-16 07:20:00,Huy
LB000638,CB000356,MB0065,2024-11-26 22:00:00,2024-11-27 11:29:00,Dung gio
LB000639,CB000288,MB0053,2025-08-19 18:45:00,2025-08-20 06:45:00,Huy
LB000640,CB000147,MB0093,2025-03-08 00:00:00,2025-03-08 00:55:00,Tre
LB000641,CB000075,MB0010,2025-11-17 01:15:00,2025-11-17 06:18:00,Dung gio
LB000642,CB000147,MB0071,2024-09-13 04:00:00,2024-09-13 16:17:00,Dung gio
LB000643,CB000105,MB0078,2025-07-08 01:30:00,2025-07-08 15:53:00,Tre
LB000644,CB000053,MB0064,2025-11-22 23:15:00,2025-11-23 12:25:00,Huy
LB000645,CB000200,MB0026,2025-06-07 22:30:00,2025-06-08 10:49:00,Dung gio
LB000646,CB000475,MB0044,2025-01-31 13:30:00,2025-01-31 23:25:00,Dung gio
LB000647,CB000007,MB0077,2024-09-14 06:45:00,2024-09-14 21:24:00,Dung gio
LB000648,CB000467,MB0065,2025-12-22 22:30:00,2025-12-23 11:53:00,Huy
LB000649,CB000280,MB0077,2025-09-09 06:15:00,2025-09-09 11:46:00,Tre
LB000650,CB000091,MB0071,2024-03-17 05:15:00,2024-03-17 18:17:00,Huy
LB000651,CB000062,MB0044,2024-02-11 13:30:00,2024-02-11 23:29:00,Dung gio
LB000652,CB000067,MB0021,2025-08-21 08:00:00,2025-08-21 14:08:00,Tre
LB000653,CB000364,MB0020,2024-02-10 04:30:00,2024-02-10 15:11:00,Dung gio
LB000654,CB000397,MB0065,2025-09-22 21:30:00,2025-09-23 06:22:00,Huy
LB000655,CB000282,MB0041,2024-03-15 22:30:00,2024-03-16 07:58:00,Dung gio
LB000656,CB000490,MB0022,2025-06-17 02:15:00,2025-06-17 09:50:00,Huy
LB000657,CB000275,MB0045,2024-04-04 11:15:00,2024-04-05 02:49:00,Dung gio
LB000658,CB000340,MB0037,2024-12-05 11:30:00,2024-12-05 15:43:00,Huy
LB000659,CB000272,MB0053,2025-07-28 20:00:00,2025-07-28 22:27:00,Dung gio
LB000660,CB000229,MB0026,2025-10-19 19:15:00,2025-10-19 20:25:00,Dung gio
LB000661,CB000196,MB0100,2024-04-26 12:30:00,2024-04-26 22:13:00,Dung gio
LB000662,CB000013,MB0100,2025-06-13 11:45:00,2025-06-13 20:33:00,Dung gio
LB000663,CB000152,MB0096,2025-10-29 06:30:00,2025-10-29 15:46:00,Dung gio
LB000664,CB000486,MB0015,2024-06-20 17:00:00,2024-06-21 04:11:00,Dung gio
LB000665,CB000108,MB0070,2025-10-06 06:45:00,2025-10-06 21:30:00,Dung gio
LB000666,CB000106,MB0059,2025-12-20 23:45:00,2025-12-21 11:17:00,Dung gio
LB000667,CB000383,MB0071,2024-06-06 00:45:00,2024-06-06 13:29:00,Dung gio
LB000668,CB000020,MB0013,2024-03-16 01:15:00,2024-03-16 15:18:00,Dung gio
LB000669,CB000286,MB0012,2025-08-11 07:30:00,2025-08-11 14:57:00,Tre
LB000670,CB000231,MB0065,2025-02-18 13:30:00,2025-02-18 14:17:00,Tre
LB000671,CB000345,MB0016,2025-07-01 00:00:00,2025-07-01 13:24:00,Huy
LB000672,CB000024,MB0073,2024-03-15 11:00:00,2024-03-15 16:26:00,Dung gio
LB000673,CB000311,MB0013,2024-10-15 14:45:00,2024-10-15 21:59:00,Dung gio
LB000674,CB000243,MB0021,2025-06-30 07:15:00,2025-06-30 20:29:00,Tre
LB000675,CB000408,MB0087,2025-07-12 09:15:00,2025-07-12 14:50:00,Dung gio
LB000676,CB000491,MB0001,2025-07-20 17:15:00,2025-07-20 19:51:00,Dung gio
LB000677,CB000003,MB0061,2025-09-02 12:00:00,2025-09-02 17:42:00,Dung gio
LB000678,CB000384,MB0077,2024-12-18 06:45:00,2024-12-18 22:42:00,Huy
LB000679,CB000073,MB0021,2024-07-07 07:30:00,2024-07-07 11:18:00,Dung gio
LB000680,CB000093,MB0070,2025-08-03 01:45:00,2025-08-03 13:15:00,Huy
LB000681,CB000038,MB0031,2025-11-18 02:30:00,2025-11-18 04:40:00,Dung gio
LB000682,CB000372,MB0062,2025-05-13 10:30:00,2025-05-13 13:11:00,Dung gio
LB000683,CB000052,MB0031,2025-09-26 02:15:00,2025-09-26 08:10:00,Tre
LB000684,CB000231,MB0037,2025-09-23 21:30:00,2025-09-24 09:50:00,Huy
LB000685,CB000079,MB0061,2025-08-03 11:30:00,2025-08-03 19:18:00,Dung gio
LB000686,CB000003,MB0033,2024-09-09 07:45:00,2024-09-09 12:58:00,Dung gio
LB000687,CB000069,MB0071,2024-12-05 15:45:00,2024-12-05 23:51:00,Dung gio
LB000688,CB000397,MB0032,2025-05-13 17:00:00,2025-05-13 20:29:00,Huy
LB000689,CB000042,MB0090,2024-10-14 04:15:00,2024-10-14 09:14:00,Dung gio
LB000690,CB000373,MB0012,2024-01-20 16:00:00,2024-01-21 06:22:00,Huy
LB000691,CB000297,MB0045,2025-08-27 06:00:00,2025-08-27 15:54:00,Dung gio
LB000692,CB000279,MB0096,2025-07-06 15:15:00,2025-07-06 21:59:00,Tre
LB000693,CB000115,MB0096,2025-08-26 23:30:00,2025-08-27 02:17:00,Tre
LB000694,CB000257,MB0056,2024-04-02 12:30:00,2024-04-02 21:34:00,Dung gio
LB000695,CB000340,MB0026,2025-09-20 21:15:00,2025-09-21 10:40:00,Huy
LB000696,CB000072,MB0050,2024-06-12 05:15:00,2024-06-12 18:18:00,Tre
LB000697,CB000481,MB0041,2024-02-11 07:45:00,2024-02-11 12:12:00,Dung gio
LB000698,CB000136,MB0043,2024-08-27 01:15:00,2024-08-27 10:35:00,Dung gio
LB000699,CB000199,MB0053,2025-04-10 01:00:00,2025-04-10 12:34:00,Dung gio
LB000700,CB000053,MB0074,2025-06-17 20:30:00,2025-06-18 11:14:00,Dung gio
LB000701,CB000297,MB0059,2025-08-06 05:45:00,2025-08-06 17:24:00,Tre
LB000702,CB000188,MB0062,2025-10-31 02:30:00,2025-10-31 09:25:00,Dung gio
LB000703,CB000265,MB0045,2024-12-27 11:45:00,2024-12-28 01:46:00,Tre
LB000704,CB000455,MB0063,2024-01-07 16:15:00,2024-01-08 00:15:00,Dung gio
LB000705,CB000118,MB0012,2025-06-10 20:30:00,2025-06-11 00:36:00,Dung gio
LB000706,CB000096,MB0021,2025-01-05 19:00:00,2025-01-06 06:46:00,Dung gio
LB000707,CB000213,MB0087,2024-12-04 23:00:00,2024-12-05 07:43:00,Tre
LB000708,CB000246,MB0024,2025-08-27 05:45:00,2025-08-27 06:37:00,Dung gio
LB000709,CB000023,MB0017,2025-08-10 18:15:00,2025-08-10 21:02:00,Huy
LB000710,CB000021,MB0096,2025-08-09 04:00:00,2025-08-09 07:20:00,Dung gio
LB000711,CB000473,MB0022,2025-06-13 12:00:00,2025-06-14 03:29:00,Dung gio
LB000712,CB000485,MB0013,2024-08-09 14:45:00,2024-08-10 06:03:00,Tre
LB000713,CB000088,MB0025,2025-02-24 19:15:00,2025-02-25 09:18:00,Huy
LB000714,CB000421,MB0081,2024-07-05 19:30:00,2024-07-05 22:51:00,Dung gio
LB000715,CB000473,MB0052,2025-09-02 18:00:00,2025-09-02 22:25:00,Tre
LB000716,CB000198,MB0017,2024-04-21 00:15:00,2024-04-21 09:40:00,Huy
LB000717,CB000351,MB0047,2024-06-02 19:00:00,2024-06-02 22:31:00,Tre
LB000718,CB000462,MB0064,2025-09-06 01:00:00,2025-09-06 03:05:00,Tre
LB000719,CB000338,MB0017,2025-09-09 17:00:00,2025-09-10 08:48:00,Tre
LB000720,CB000268,MB0047,2025-01-14 01:45:00,2025-01-14 06:09:00,Tre
LB000721,CB000405,MB0081,2025-01-25 11:00:00,2025-01-25 18:45:00,Dung gio
LB000722,CB000131,MB0053,2024-08-26 02:30:00,2024-08-26 13:12:00,Huy
LB000723,CB000210,MB0027,2024-07-12 00:00:00,2024-07-12 10:21:00,Huy
LB000724,CB000061,MB0057,2024-01-08 12:15:00,2024-01-09 00:29:00,Dung gio
LB000725,CB000210,MB0043,2024-04-19 04:45:00,2024-04-19 16:22:00,Huy
LB000726,CB000130,MB0027,2025-07-02 13:30:00,2025-07-03 00:26:00,Dung gio
LB000727,CB000349,MB0045,2024-07-27 13:45:00,2024-07-27 17:18:00,Dung gio
LB000728,CB000287,MB0060,2025-05-10 08:30:00,2025-05-10 18:51:00,Dung gio
LB000729,CB000397,MB0074,2025-02-11 23:15:00,2025-02-12 14:20:00,Dung gio
LB000730,CB000383,MB0025,2025-04-02 22:15:00,2025-04-03 00:27:00,Dung gio
LB000731,CB000261,MB0045,2024-12-12 17:00:00,2024-12-12 20:14:00,Tre
LB000732,CB000494,MB0065,2024-01-06 02:15:00,2024-01-06 10:47:00,Huy
LB000733,CB000223,MB0013,2024-03-06 08:15:00,2024-03-06 15:04:00,Dung gio
LB000734,CB000312,MB0005,2025-01-28 12:30:00,2025-01-29 01:08:00,Huy
LB000735,CB000030,MB0081,2024-06-28 20:45:00,2024-06-29 04:44:00,Dung gio
LB000736,CB000104,MB0091,2025-11-03 16:30:00,2025-11-03 20:19:00,Dung gio
LB000737,CB000402,MB0063,2025-06-06 16:15:00,2025-06-07 03:14:00,Dung gio
LB000738,CB000346,MB0005,2025-01-03 07:00:00,2025-01-03 10:11:00,Dung gio
LB000739,CB000142,MB0081,2025-02-13 11:45:00,2025-02-13 19:10:00,Huy
LB000740,CB000103,MB0057,2024-01-16 23:00:00,2024-01-17 01:02:00,Huy
LB000741,CB000146,MB0076,2025-07-26 18:30:00,2025-07-27 00:55:00,Dung gio
LB000742,CB000116,MB0063,2024-07-18 14:45:00,2024-07-19 01:03:00,Dung gio
LB000743,CB000134,MB0022,2025-02-20 16:00:00,2025-02-21 02:02:00,Dung gio
LB000744,CB000258,MB0031,2024-12-14 03:30:00,2024-12-14 18:57:00,Huy
LB000745,CB000417,MB0084,2025-08-11 08:45:00,2025-08-11 15:41:00,Huy
LB000746,CB000248,MB0081,2024-09-06 10:45:00,2024-09-06 22:52:00,Tre
LB000747,CB000460,MB0062,2024-01-29 15:00:00,2024-01-29 19:54:00,Dung gio
LB000748,CB000196,MB0065,2024-08-13 21:15:00,2024-08-14 11:24:00,Dung gio
LB000749,CB000212,MB0041,2025-06-12 17:00:00,2025-06-13 05:27:00,Dung gio
LB000750,CB000128,MB0031,2024-04-05 12:30:00,2024-04-05 14:17:00,Huy
LB000751,CB000477,MB0022,2025-05-02 10:30:00,2025-05-02 14:43:00,Huy
LB000752,CB000138,MB0022,2025-11-30 06:45:00,2025-11-30 19:49:00,Dung gio
LB000753,CB000121,MB0077,2024-09-04 08:15:00,2024-09-04 12:39:00,Dung gio
LB000754,CB000428,MB0026,2025-09-25 11:15:00,2025-09-26 01:02:00,Dung gio
LB000755,CB000062,MB0100,2024-03-21 21:45:00,2024-03-22 08:43:00,Dung gio
LB000756,CB000392,MB0091,2025-07-08 01:45:00,2025-07-08 08:35:00,Huy
LB000757,CB000162,MB0054,2025-08-11 08:45:00,2025-08-11 12:22:00,Huy
LB000758,CB000144,MB0045,2024-08-15 18:15:00,2024-08-15 19:40:00,Huy
LB000759,CB000410,MB0048,2025-05-04 17:00:00,2025-05-05 02:04:00,Dung gio
LB000760,CB000202,MB0092,2025-12-03 05:45:00,2025-12-03 08:18:00,Huy
LB000761,CB000236,MB0033,2025-12-06 00:00:00,2025-12-06 12:00:00,Dung gio
LB000762,CB000195,MB0062,2024-04-13 10:30:00,2024-04-13 21:27:00,Dung gio
LB000763,CB000096,MB0060,2024-09-26 07:30:00,2024-09-26 16:02:00,Huy
LB000764,CB000176,MB0043,2024-07-07 15:45:00,2024-07-07 19:50:00,Tre
LB000765,CB000359,MB0078,2025-01-16 11:45:00,2025-01-16 17:01:00,Tre
LB000766,CB000093,MB0061,2024-05-14 18:15:00,2024-05-15 08:38:00,Dung gio
LB000767,CB000370,MB0028,2024-08-29 17:45:00,2024-08-30 08:51:00,Tre
LB000768,CB000101,MB0020,2024-06-02 15:00:00,2024-06-02 18:30:00,Tre
LB000769,CB000256,MB0017,2025-10-07 16:30:00,2025-10-08 06:24:00,Tre
LB000770,CB000154,MB0027,2025-07-29 18:00:00,2025-07-30 01:17:00,Dung gio
LB000771,CB000354,MB0021,2024-03-02 06:30:00,2024-03-02 15:07:00,Dung gio
LB000772,CB000231,MB0077,2024-12-08 08:30:00,2024-12-08 15:08:00,Huy
LB000773,CB000286,MB0087,2024-09-20 11:00:00,2024-09-20 18:31:00,Dung gio
LB000774,CB000180,MB0092,2025-11-26 19:15:00,2025-11-27 05:35:00,Huy
LB000775,CB000333,MB0067,2025-07-05 05:30:00,2025-07-05 12:03:00,Dung gio
LB000776,CB000345,MB0056,2025-05-14 23:45:00,2025-05-15 15:25:00,Dung gio
LB000777,CB000196,MB0064,2024-10-20 14:15:00,2024-10-21 05:34:00,Dung gio
LB000778,CB000328,MB0087,2024-12-11 13:45:00,2024-12-12 04:44:00,Dung gio
LB000779,CB000041,MB0021,2024-12-17 07:30:00,2024-12-17 13:24:00,Dung gio
LB000780,CB000364,MB0028,2025-09-11 20:45:00,2025-09-12 01:52:00,Tre
LB000781,CB000400,MB0092,2025-01-06 23:45:00,2025-01-07 07:18:00,Dung gio
LB000782,CB000095,MB0091,2024-01-24 04:15:00,2024-01-24 16:02:00,Dung gio
LB000783,CB000482,MB0077,2025-12-18 23:00:00,2025-12-19 03:05:00,Dung gio
LB000784,CB000204,MB0015,2024-04-07 02:45:00,2024-04-07 12:36:00,Dung gio
LB000785,CB000014,MB0081,2025-02-10 16:00:00,2025-02-10 18:16:00,Dung gio
LB000786,CB000317,MB0020,2024-03-27 20:45:00,2024-03-28 02:31:00,Dung gio
LB000787,CB000127,MB0077,2024-10-17 14:15:00,2024-10-17 16:59:00,Huy
LB000788,CB000430,MB0021,2024-01-30 01:30:00,2024-01-30 16:41:00,Dung gio
LB000789,CB000443,MB0053,2025-04-23 17:30:00,2025-04-24 03:21:00,Tre
LB000790,CB000070,MB0073,2025-07-06 05:45:00,2025-07-06 17:01:00,Huy
LB000791,CB000223,MB0057,2025-10-17 20:30:00,2025-10-18 12:30:00,Dung gio
LB000792,CB000247,MB0059,2024-08-20 02:45:00,2024-08-20 08:30:00,Dung gio
LB000793,CB000212,MB0027,2024-06-08 09:00:00,2024-06-08 09:30:00,Huy
LB000794,CB000418,MB0078,2024-05-19 11:30:00,2024-05-19 20:00:00,Huy
LB000795,CB000005,MB0073,2025-05-18 15:30:00,2025-05-18 16:09:00,Tre
LB000796,CB000409,MB0031,2025-09-03 07:00:00,2025-09-03 16:51:00,Dung gio
LB000797,CB000097,MB0047,2025-07-28 13:45:00,2025-07-28 18:30:00,Dung gio
LB000798,CB000367,MB0077,2025-10-23 12:45:00,2025-10-23 17:00:00,Dung gio
LB000799,CB000041,MB0048,2025-10-02 07:30:00,2025-10-02 12:51:00,Huy
LB000800,CB000415,MB0028,2025-02-26 06:00:00,2025-02-26 09:36:00,Dung gio
LB000801,CB000149,MB0016,2025-10-14 14:45:00,2025-10-14 19:53:00,Huy
LB000802,CB000252,MB0023,2024-11-24 00:15:00,2024-11-24 01:35:00,Huy
LB000803,CB000012,MB0022,2024-04-14 09:30:00,2024-04-14 12:08:00,Tre
LB000804,CB000373,MB0001,2024-08-26 02:15:00,2024-08-26 03:00:00,Tre
LB000805,CB000112,MB0037,2025-03-06 09:45:00,2025-03-06 16:35:00,Tre
LB000806,CB000357,MB0084,2024-02-02 10:00:00,2024-02-03 00:53:00,Dung gio
LB000807,CB000029,MB0028,2025-02-05 02:45:00,2025-02-05 06:20:00,Dung gio
LB000808,CB000459,MB0090,2024-09-13 12:00:00,2024-09-13 14:34:00,Dung gio
LB000809,CB000198,MB0081,2025-03-29 07:00:00,2025-03-29 10:53:00,Tre
LB000810,CB000377,MB0081,2024-04-06 16:15:00,2024-04-07 00:49:00,Tre
LB000811,CB000349,MB0032,2024-11-26 05:00:00,2024-11-26 18:12:00,Huy
LB000812,CB000267,MB0016,2024-09-16 15:30:00,2024-09-16 19:23:00,Dung gio
LB000813,CB000455,MB0010,2025-11-13 06:00:00,2025-11-13 10:31:00,Tre
LB000814,CB000167,MB0001,2024-06-20 08:00:00,2024-06-20 15:15:00,Dung gio
LB000815,CB000005,MB0005,2025-08-18 22:45:00,2025-08-19 10:59:00,Huy
LB000816,CB000080,MB0043,2024-04-01 07:15:00,2024-04-01 16:16:00,Dung gio
LB000817,CB000352,MB0064,2024-12-12 20:00:00,2024-12-12 21:31:00,Dung gio
LB000818,CB000331,MB0020,2025-12-19 17:00:00,2025-12-19 19:38:00,Tre
LB000819,CB000120,MB0033,2025-07-25 20:30:00,2025-07-26 10:44:00,Tre
LB000820,CB000376,MB0023,2024-01-22 22:45:00,2024-01-23 05:21:00,Dung gio
LB000821,CB000129,MB0096,2024-02-10 15:45:00,2024-02-11 01:47:00,Dung gio
LB000822,CB000278,MB0073,2025-05-16 06:15:00,2025-05-16 16:01:00,Dung gio
LB000823,CB000166,MB0076,2025-04-24 08:15:00,2025-04-24 09:55:00,Huy
LB000824,CB000080,MB0050,2024-10-29 08:30:00,2024-10-29 16:44:00,Dung gio
LB000825,CB000398,MB0065,2025-06-02 12:15:00,2025-06-03 03:49:00,Dung gio
LB000826,CB000318,MB0091,2025-01-07 19:15:00,2025-01-08 01:13:00,Dung gio
LB000827,CB000338,MB0059,2025-01-31 06:45:00,2025-01-31 20:19:00,Huy
LB000828,CB000079,MB0064,2024-10-16 10:45:00,2024-10-16 22:11:00,Dung gio
LB000829,CB000057,MB0015,2025-06-19 21:00:00,2025-06-19 22:14:00,Dung gio
LB000830,CB000092,MB0092,2024-02-02 06:00:00,2024-02-02 14:47:00,Dung gio
LB000831,CB000051,MB0005,2025-08-07 20:45:00,2025-08-08 08:28:00,Tre
LB000832,CB000270,MB0064,2025-12-19 18:30:00,2025-12-19 19:50:00,Dung gio
LB000833,CB000114,MB0063,2024-03-13 00:15:00,2024-03-13 11:56:00,Tre
LB000834,CB000476,MB0093,2024-03-22 14:00:00,2024-03-22 20:39:00,Huy
LB000835,CB000381,MB0093,2025-03-01 11:00:00,2025-03-02 01:33:00,Huy
LB000836,CB000137,MB0057,2024-02-11 23:00:00,2024-02-12 13:44:00,Dung gio
LB000837,CB000040,MB0024,2025-06-15 03:00:00,2025-06-15 15:52:00,Dung gio
LB000838,CB000273,MB0044,2024-07-13 06:15:00,2024-07-13 16:28:00,Dung gio
LB000839,CB000286,MB0077,2025-07-25 13:00:00,2025-07-26 02:34:00,Huy
LB000840,CB000184,MB0071,2025-04-14 22:45:00,2025-04-15 14:19:00,Dung gio
LB000841,CB000086,MB0084,2024-07-03 17:45:00,2024-07-04 02:51:00,Dung gio
LB000842,CB000337,MB0021,2025-06-30 19:45:00,2025-07-01 02:15:00,Dung gio
LB000843,CB000282,MB0033,2025-01-15 13:45:00,2025-01-16 04:20:00,Dung gio
LB000844,CB000312,MB0026,2025-07-30 17:15:00,2025-07-31 00:09:00,Huy
LB000845,CB000475,MB0077,2024-09-17 11:45:00,2024-09-17 19:53:00,Tre
LB000846,CB000001,MB0076,2024-02-05 09:00:00,2024-02-05 18:20:00,Dung gio
LB000847,CB000456,MB0032,2024-01-07 09:15:00,2024-01-07 13:24:00,Dung gio
LB000848,CB000012,MB0081,2025-12-07 08:15:00,2025-12-07 10:21:00,Dung gio
LB000849,CB000236,MB0041,2024-06-08 04:30:00,2024-06-08 11:15:00,Huy
LB000850,CB000128,MB0025,2024-09-19 09:00:00,2024-09-19 19:14:00,Tre
LB000851,CB000292,MB0100,2024-08-10 23:00:00,2024-08-11 11:50:00,Dung gio
LB000852,CB000406,MB0053,2024-06-26 15:00:00,2024-06-27 01:39:00,Dung gio
LB000853,CB000020,MB0076,2025-08-13 12:00:00,2025-08-14 01:48:00,Dung gio
LB000854,CB000472,MB0081,2024-12-08 11:45:00,2024-12-08 19:21:00,Dung gio
LB000855,CB000446,MB0081,2024-08-20 23:00:00,2024-08-21 10:19:00,Tre
LB000856,CB000028,MB0032,2025-06-20 01:30:00,2025-06-20 11:12:00,Huy
LB000857,CB000077,MB0033,2025-05-29 22:15:00,2025-05-30 01:21:00,Dung gio
LB000858,CB000345,MB0076,2025-02-06 14:00:00,2025-02-06 18:17:00,Tre
LB000859,CB000149,MB0084,2025-02-07 04:15:00,2025-02-07 10:29:00,Dung gio
LB000860,CB000244,MB0061,2024-02-20 17:45:00,2024-02-20 22:43:00,Dung gio
LB000861,CB000205,MB0056,2025-03-20 22:15:00,2025-03-21 11:45:00,Dung gio
LB000862,CB000247,MB0060,2024-07-21 15:45:00,2024-07-22 03:22:00,Huy
LB000863,CB000101,MB0060,2025-09-22 23:15:00,2025-09-23 03:53:00,Dung gio
LB000864,CB000137,MB0081,2025-03-16 10:00:00,2025-03-16 12:25:00,Tre
LB000865,CB000217,MB0043,2024-12-22 06:30:00,2024-12-22 12:52:00,Huy
LB000866,CB000336,MB0002,2024-11-08 05:30:00,2024-11-08 16:31:00,Tre
LB000867,CB000320,MB0020,2025-03-27 01:15:00,2025-03-27 05:09:00,Dung gio
LB000868,CB000080,MB0078,2024-03-28 03:00:00,2024-03-28 07:38:00,Huy
LB000869,CB000475,MB0020,2024-10-21 00:30:00,2024-10-21 12:50:00,Dung gio
LB000870,CB000157,MB0050,2025-04-27 00:30:00,2025-04-27 04:34:00,Huy
LB000871,CB000109,MB0024,2025-07-13 16:30:00,2025-07-14 02:21:00,Tre
LB000872,CB000319,MB0076,2024-05-24 22:00:00,2024-05-25 04:55:00,Huy
LB000873,CB000464,MB0070,2025-06-23 01:30:00,2025-06-23 04:54:00,Dung gio
LB000874,CB000146,MB0023,2025-12-14 19:30:00,2025-12-14 20:54:00,Tre
LB000875,CB000336,MB0001,2024-03-09 12:30:00,2024-03-10 00:18:00,Dung gio
LB000876,CB000443,MB0015,2024-01-20 09:45:00,2024-01-20 14:11:00,Tre
LB000877,CB000261,MB0074,2024-04-11 10:45:00,2024-04-12 02:02:00,Huy
LB000878,CB000273,MB0013,2024-07-09 06:45:00,2024-07-09 16:49:00,Dung gio
LB000879,CB000021,MB0026,2025-06-26 09:30:00,2025-06-26 18:21:00,Tre
LB000880,CB000382,MB0021,2024-01-19 11:30:00,2024-01-19 18:03:00,Dung gio
LB000881,CB000121,MB0056,2024-10-09 01:30:00,2024-10-09 16:59:00,Tre
LB000882,CB000456,MB0089,2024-01-31 17:30:00,2024-01-31 21:50:00,Dung gio
LB000883,CB000175,MB0096,2025-02-06 21:15:00,2025-02-06 23:14:00,Tre
LB000884,CB000267,MB0071,2025-09-19 20:15:00,2025-09-20 03:52:00,Dung gio
LB000885,CB000294,MB0020,2025-03-12 09:30:00,2025-03-12 17:39:00,Huy
LB000886,CB000068,MB0024,2025-10-30 04:15:00,2025-10-30 19:28:00,Dung gio
LB000887,CB000159,MB0073,2025-12-23 16:15:00,2025-12-24 00:05:00,Dung gio
LB000888,CB000336,MB0061,2024-06-10 10:00:00,2024-06-10 20:00:00,Huy
LB000889,CB000486,MB0076,2024-05-01 05:30:00,2024-05-01 20:19:00,Dung gio
LB000890,CB000373,MB0002,2024-11-22 13:45:00,2024-11-22 19:25:00,Tre
LB000891,CB000382,MB0089,2025-10-14 23:30:00,2025-10-15 02:35:00,Dung gio
LB000892,CB000055,MB0017,2024-07-08 00:30:00,2024-07-08 11:20:00,Huy
LB000893,CB000314,MB0025,2025-09-02 07:15:00,2025-09-02 19:28:00,Dung gio
LB000894,CB000184,MB0013,2025-12-05 15:15:00,2025-12-06 00:19:00,Huy
LB000895,CB000241,MB0074,2025-10-27 11:15:00,2025-10-28 02:17:00,Tre
LB000896,CB000252,MB0053,2024-05-20 05:15:00,2024-05-20 09:36:00,Dung gio
LB000897,CB000210,MB0078,2024-01-16 08:45:00,2024-01-16 13:02:00,Dung gio
LB000898,CB000388,MB0024,2024-03-08 05:45:00,2024-03-08 21:02:00,Huy
LB000899,CB000251,MB0073,2024-11-28 14:15:00,2024-11-28 22:02:00,Tre
LB000900,CB000398,MB0005,2025-09-14 23:45:00,2025-09-15 12:32:00,Dung gio
LB000901,CB000202,MB0064,2025-08-08 19:00:00,2025-08-09 04:23:00,Dung gio
LB000902,CB000232,MB0052,2024-02-13 07:45:00,2024-02-13 20:47:00,Dung gio
LB000903,CB000286,MB0044,2025-06-12 20:00:00,2025-06-12 23:44:00,Dung gio
LB000904,CB000226,MB0045,2024-11-07 09:45:00,2024-11-07 13:05:00,Tre
LB000905,CB000151,MB0064,2024-02-25 22:15:00,2024-02-26 06:39:00,Tre
