MaGia,MaLich,HangGhe,Gia,ThoiDiemBatDau,ThoiDiemKetThuc
MG0003467,LB001156,Thuong gia,7256000,2024-09-18 04:45:00,2025-01-06 00:45:00
MG0003468,LB001156,Hang nhat,47838000,2024-10-16 04:45:00,2025-01-05 14:45:00
MG0003469,LB001157,Pho thong,4999000,2024-06-30 05:30:00,2024-12-15 21:30:00
MG0003470,LB001157,Thuong gia,3190000,2024-11-22 05:30:00,2024-12-15 13:30:00
MG0003471,LB001157,Hang nhat,15629000,2024-10-04 05:30:00,2024-12-16 03:30:00
MG0003472,LB001158,Pho thong,839000,2025-10-06 04:15:00,2025-12-10 09:15:00
MG0003473,LB001158,Thuong gia,11341000,2025-07-29 04:15:00,2025-12-10 23:15:00
MG0003474,LB001158,Hang nhat,42095000,2025-11-29 04:15:00,2025-12-10 08:15:00
MG0003475,LB001159,Pho thong,3394000,2023-10-01 13:00:00,2024-03-21 01:00:00
MG0003476,LB001159,Thuong gia,5096000,2024-02-07 13:00:00,2024-03-21 07:00:00
MG0003477,LB001159,Hang nhat,42377000,2023-11-07 13:00:00,2024-03-20 13:00:00
MG0003478,LB001160,Pho thong,4492000,2024-09-24 01:15:00,2025-03-16 13:15:00
MG0003479,LB001160,Thuong gia,8971000,2025-02-14 01:15:00,2025-03-17 00:15:00
MG0003480,LB001160,Hang nhat,24927000,2024-12-26 01:15:00,2025-03-16 04:15:00
MG0003481,LB001161,Pho thong,4090000,2025-03-31 18:00:00,2025-06-09 17:00:00
MG0003482,LB001161,Thuong gia,3411000,2025-03-14 18:00:00,2025-06-09 02:00:00
MG0003483,LB001161,Hang nhat,31579000,2025-05-01 18:00:00,2025-06-09 16:00:00
MG0003484,LB001162,Pho thong,1220000,2023-09-11 02:30:00,2024-02-13 20:30:00
MG0003485,LB001162,Thuong gia,8039000,2023-11-14 02:30:00,2024-02-13 23:30:00
MG0003486,LB001162,Hang nhat,28577000,2024-01-26 02:30:00,2024-02-13 10:30:00
MG0003487,LB001163,Pho thong,4399000,2024-01-18 19:15:00,2024-05-06 14:15:00
MG0003488,LB001163,Thuong gia,8715000,2023-11-22 19:15:00,2024-05-06 09:15:00
MG0003489,LB001163,Hang nhat,36255000,2024-02-28 19:15:00,2024-05-06 08:15:00
MG0003490,LB001164,Pho thong,2870000,2024-09-20 00:00:00,2024-12-24 08:00:00
MG0003491,LB001164,Thuong gia,5632000,2024-07-29 00:00:00,2024-12-24 19:00:00
MG0003492,LB001164,Hang nhat,36368000,2024-11-19 00:00:00,2024-12-24 16:00:00
MG0003493,LB001165,Pho thong,4525000,2024-11-25 11:15:00,2024-12-22 01:15:00
MG0003494,LB001165,Thuong gia,6008000,2024-11-23 11:15:00,2024-12-22 03:15:00
MG0003495,LB001165,Hang nhat,38418000,2024-07-04 11:15:00,2024-12-22 00:15:00
MG0003496,LB001166,Pho thong,2177000,2025-05-21 07:00:00,2025-09-19 02:00:00
MG0003497,LB001166,Thuong gia,11837000,2025-06-13 07:00:00,2025-09-18 12:00:00
MG0003498,LB001166,Hang nhat,11921000,2025-09-08 07:00:00,2025-09-18 10:00:00
MG0003499,LB001167,Pho thong,1400000,2025-05-03 06:15:00,2025-06-25 05:15:00
MG0003500,LB001167,Thuong gia,7761000,2025-06-14 06:15:00,2025-06-25 00:15:00
MG0003501,LB001167,Hang nhat,44307000,2025-06-20 06:15:00,2025-06-24 14:15:00
MG0003502,LB001168,Pho thong,4969000,2025-05-14 00:00:00,2025-07-03 09:00:00
MG0003503,LB001168,Thuong gia,8278000,2025-03-07 00:00:00,2025-07-03 06:00:00
MG0003504,LB001168,Hang nhat,49867000,2025-04-21 00:00:00,2025-07-03 13:00:00
MG0003505,LB001169,Pho thong,4189000,2025-03-12 11:15:00,2025-05-01 00:15:00
MG0003506,LB001169,Thuong gia,4158000,2024-12-25 11:15:00,2025-04-30 13:15:00
MG0003507,LB001169,Hang nhat,41278000,2025-01-31 11:15:00,2025-05-01 08:15:00
MG0003508,LB001170,Pho thong,1330000,2024-09-08 12:45:00,2024-12-28 18:45:00
MG0003509,LB001170,Thuong gia,4443000,2024-10-29 12:45:00,2024-12-29 08:45:00
MG0003510,LB001170,Hang nhat,22281000,2024-10-12 12:45:00,2024-12-29 00:45:00
MG0003511,LB001171,Pho thong,1567000,2024-01-02 10:00:00,2024-04-24 17:00:00
MG0003512,LB001171,Thuong gia,13080000,2023-12-14 10:00:00,2024-04-25 05:00:00
MG0003513,LB001171,Hang nhat,39336000,2024-02-26 10:00:00,2024-04-25 03:00:00
MG0003514,LB001172,Pho thong,4412000,2025-02-18 11:30:00,2025-05-21 16:30:00
MG0003515,LB001172,Thuong gia,7352000,2025-01-05 11:30:00,2025-05-21 17:30:00
MG0003516,LB001172,Hang nhat,16350000,2025-03-22 11:30:00,2025-05-21 23:30:00
MG0003517,LB001173,Pho thong,3464000,2024-11-24 03:45:00,2025-05-19 06:45:00
MG0003518,LB001173,Thuong gia,4825000,2024-12-10 03:45:00,2025-05-19 04:45:00
MG0003519,LB001173,Hang nhat,21137000,2024-12-12 03:45:00,2025-05-19 20:45:00
MG0003520,LB001174,Pho thong,4584000,2024-08-02 21:45:00,2024-11-15 08:45:00
MG0003521,LB001174,Thuong gia,6863000,2024-07-28 21:45:00,2024-11-15 06:45:00
MG0003522,LB001174,Hang nhat,20053000,2024-08-28 21:45:00,2024-11-15 18:45:00
MG0003523,LB001175,Pho thong,4677000,2024-10-20 06:00:00,2025-03-13 23:00:00
MG0003524,LB001175,Thuong gia,12062000,2024-10-06 06:00:00,2025-03-14 04:00:00
MG0003525,LB001175,Hang nhat,42898000,2025-02-04 06:00:00,2025-03-13 14:00:00
MG0003526,LB001176,Pho thong,3514000,2024-11-07 05:00:00,2025-01-10 23:00:00
MG0003527,LB001176,Thuong gia,13012000,2024-09-30 05:00:00,2025-01-10 21:00:00
MG0003528,LB001176,Hang nhat,15618000,2024-12-21 05:00:00,2025-01-10 20:00:00
MG0003529,LB001177,Pho thong,3907000,2024-10-27 14:00:00,2025-02-08 14:00:00
MG0003530,LB001177,Thuong gia,8321000,2024-08-18 14:00:00,2025-02-09 07:00:00
MG0003531,LB001177,Hang nhat,10431000,2024-08-18 14:00:00,2025-02-09 03:00:00
MG0003532,LB001178,Pho thong,1231000,2025-11-09 18:00:00,2025-12-12 01:00:00
MG0003533,LB001178,Thuong gia,10925000,2025-07-02 18:00:00,2025-12-12 10:00:00
MG0003534,LB001178,Hang nhat,39716000,2025-09-24 18:00:00,2025-12-12 00:00:00
MG0003535,LB001179,Pho thong,4497000,2024-03-25 10:15:00,2024-07-22 07:15:00
MG0003536,LB001179,Thuong gia,7578000,2024-04-23 10:15:00,2024-07-22 08:15:00
MG0003537,LB001179,Hang nhat,28661000,2024-05-15 10:15:00,2024-07-21 13:15:00
MG0003538,LB001180,Pho thong,3704000,2024-10-09 23:45:00,2025-03-10 00:45:00
MG0003539,LB001180,Thuong gia,9274000,2024-11-03 23:45:00,2025-03-10 15:45:00
MG0003540,LB001180,Hang nhat,44774000,2025-02-13 23:45:00,2025-03-10 15:45:00
MG0003541,LB001181,Pho thong,4846000,2025-05-01 12:30:00,2025-10-20 13:30:00
MG0003542,LB001181,Thuong gia,4262000,2025-07-03 12:30:00,2025-10-20 15:30:00
MG0003543,LB001181,Hang nhat,35611000,2025-08-08 12:30:00,2025-10-21 03:30:00
MG0003544,LB001182,Pho thong,4312000,2025-02-13 16:30:00,2025-05-10 18:30:00
MG0003545,LB001182,Thuong gia,4214000,2025-02-06 16:30:00,2025-05-11 15:30:00
MG0003546,LB001182,Hang nhat,29799000,2025-01-04 16:30:00,2025-05-10 21:30:00
MG0003547,LB001183,Pho thong,1916000,2024-04-12 15:45:00,2024-09-12 17:45:00
MG0003548,LB001183,Thuong gia,9228000,2024-05-09 15:45:00,2024-09-12 19:45:00
MG0003549,LB001183,Hang nhat,34066000,2024-03-24 15:45:00,2024-09-13 13:45:00
MG0003550,LB001184,Pho thong,1199000,2023-09-23 02:45:00,2024-02-23 07:45:00
MG0003551,LB001184,Thuong gia,11071000,2023-12-22 02:45:00,2024-02-23 07:45:00
MG0003552,LB001184,Hang nhat,38732000,2023-09-20 02:45:00,2024-02-23 13:45:00
MG0003553,LB001185,Pho thong,4110000,2025-01-13 19:30:00,2025-01-25 22:30:00
MG0003554,LB001185,Thuong gia,12758000,2024-09-28 19:30:00,2025-01-26 06:30:00
MG0003555,LB001185,Hang nhat,46323000,2024-08-16 19:30:00,2025-01-25 21:30:00
MG0003556,LB001186,Pho thong,3448000,2024-02-10 02:45:00,2024-04-08 01:45:00
MG0003557,LB001186,Thuong gia,14048000,2024-01-12 02:45:00,2024-04-07 16:45:00
MG0003558,LB001186,Hang nhat,24344000,2024-03-29 02:45:00,2024-04-07 17:45:00
MG0003559,LB001187,Pho thong,4889000,2025-05-15 15:45:00,2025-11-08 03:45:00
MG0003560,LB001187,Thuong gia,12405000,2025-09-03 15:45:00,2025-11-08 00:45:00
MG0003561,LB001187,Hang nhat,49639000,2025-08-14 15:45:00,2025-11-07 16:45:00
MG0003562,LB001188,Pho thong,3146000,2025-04-28 17:00:00,2025-07-07 10:00:00
MG0003563,LB001188,Thuong gia,7816000,2025-02-14 17:00:00,2025-07-06 17:00:00
MG0003564,LB001188,Hang nhat,44266000,2025-04-06 17:00:00,2025-07-07 01:00:00
MG0003565,LB001189,Pho thong,3061000,2024-02-03 12:45:00,2024-04-30 16:45:00
MG0003566,LB001189,Thuong gia,4216000,2024-03-01 12:45:00,2024-05-01 02:45:00
MG0003567,LB001189,Hang nhat,34872000,2024-04-05 12:45:00,2024-05-01 01:45:00
MG0003568,LB001190,Pho thong,1649000,2023-08-24 01:15:00,2024-02-05 12:15:00
MG0003569,LB001190,Thuong gia,12671000,2023-10-02 01:15:00,2024-02-05 14:15:00
MG0003570,LB001190,Hang nhat,22910000,2023-11-03 01:15:00,2024-02-05 19:15:00
MG0003571,LB001191,Pho thong,2104000,2024-05-17 15:45:00,2024-06-16 20:45:00
MG0003572,LB001191,Thuong gia,9459000,2024-02-06 15:45:00,2024-06-16 21:45:00
MG0003573,LB001191,Hang nhat,13735000,2024-03-05 15:45:00,2024-06-17 08:45:00
MG0003574,LB001192,Pho thong,1412000,2024-12-09 03:45:00,2025-05-13 18:45:00
MG0003575,LB001192,Thuong gia,4596000,2025-02-13 03:45:00,2025-05-13 14:45:00
MG0003576,LB001192,Hang nhat,42583000,2025-02-02 03:45:00,2025-05-13 03:45:00
MG0003577,LB001193,Pho thong,4998000,2025-05-22 15:45:00,2025-08-08 04:45:00
MG0003578,LB001193,Thuong gia,9576000,2025-04-14 15:45:00,2025-08-08 07:45:00
MG0003579,LB001193,Hang nhat,29780000,2025-02-16 15:45:00,2025-08-08 14:45:00
MG0003580,LB001194,Pho thong,4476000,2024-08-08 08:45:00,2025-02-04 00:45:00
MG0003581,LB001194,Thuong gia,3149000,2024-10-12 08:45:00,2025-02-04 03:45:00
MG0003582,LB001194,Hang nhat,29331000,2024-12-01 08:45:00,2025-02-03 12:45:00
MG0003583,LB001195,Pho thong,3115000,2024-09-03 09:30:00,2024-12-26 15:30:00
MG0003584,LB001195,Thuong gia,5233000,2024-08-01 09:30:00,2024-12-26 19:30:00
MG0003585,LB001195,Hang nhat,33018000,2024-08-14 09:30:00,2024-12-26 12:30:00
MG0003586,LB001196,Pho thong,4147000,2024-01-30 11:30:00,2024-05-10 12:30:00
MG0003587,LB001196,Thuong gia,7443000,2024-02-05 11:30:00,2024-05-10 21:30:00
MG0003588,LB001196,Hang nhat,24283000,2024-03-09 11:30:00,2024-05-10 17:30:00
MG0003589,LB001197,Pho thong,4412000,2025-04-05 10:45:00,2025-10-01 23:45:00
MG0003590,LB001197,Thuong gia,14772000,2025-07-28 10:45:00,2025-10-02 06:45:00
MG0003591,LB001197,Hang nhat,22539000,2025-05-23 10:45:00,2025-10-01 16:45:00
MG0003592,LB001198,Pho thong,2263000,2024-09-21 11:00:00,2025-02-24 11:00:00
MG0003593,LB001198,Thuong gia,6230000,2024-09-10 11:00:00,2025-02-24 20:00:00
MG0003594,LB001198,Hang nhat,27515000,2025-02-09 11:00:00,2025-02-24 15:00:00
MG0003595,LB001199,Pho thong,4803000,2025-05-24 09:00:00,2025-10-25 06:00:00
MG0003596,LB001199,Thuong gia,8382000,2025-09-09 09:00:00,2025-10-24 15:00:00
MG0003597,LB001199,Hang nhat,29065000,2025-05-09 09:00:00,2025-10-24 21:00:00
MG0003598,LB001200,Pho thong,2289000,2024-03-18 10:15:00,2024-04-26 12:15:00
MG0003599,LB001200,Thuong gia,3331000,2024-02-14 10:15:00,2024-04-26 10:15:00
MG0003600,LB001200,Hang nhat,38169000,2023-11-23 10:15:00,2024-04-26 20:15:00
MG0003601,LB001201,Pho thong,3580000,2025-03-10 21:45:00,2025-04-16 14:45:00
MG0003602,LB001201,Thuong gia,5791000,2025-01-24 21:45:00,2025-04-16 10:45:00
MG0003603,LB001201,Hang nhat,40652000,2024-12-04 21:45:00,2025-04-16 16:45:00
MG0003604,LB001202,Pho thong,4878000,2024-04-06 00:45:00,2024-09-29 23:45:00
MG0003605,LB001202,Thuong gia,4436000,2024-09-14 00:45:00,2024-09-29 05:45:00
MG0003606,LB001202,Hang nhat,26548000,2024-09-09 00:45:00,2024-09-29 07:45:00
MG0003607,LB001203,Pho thong,4915000,2025-06-24 12:30:00,2025-08-07 04:30:00
MG0003608,LB001203,Thuong gia,10793000,2025-06-20 12:30:00,2025-08-07 11:30:00
MG0003609,LB001203,Hang nhat,13564000,2025-03-31 12:30:00,2025-08-07 01:30:00
MG0003610,LB001204,Pho thong,2401000,2023-12-28 22:15:00,2024-04-12 08:15:00
MG0003611,LB001204,Thuong gia,5196000,2023-12-10 22:15:00,2024-04-12 11:15:00
MG0003612,LB001204,Hang nhat,38291000,2024-01-21 22:15:00,2024-04-12 16:15:00
MG0003613,LB001205,Pho thong,1575000,2025-09-08 10:15:00,2025-11-14 07:15:00
MG0003614,LB001205,Thuong gia,7214000,2025-08-01 10:15:00,2025-11-14 02:15:00
MG0003615,LB001205,Hang nhat,28069000,2025-05-30 10:15:00,2025-11-13 23:15:00
MG0003616,LB001206,Pho thong,4493000,2024-06-28 15:00:00,2024-07-25 14:00:00
MG0003617,LB001206,Thuong gia,7478000,2024-07-07 15:00:00,2024-07-24 17:00:00
MG0003618,LB001206,Hang nhat,10503000,2024-06-09 15:00:00,2024-07-24 22:00:00
MG0003619,LB001207,Pho thong,916000,2024-07-04 01:30:00,2024-09-27 15:30:00
MG0003620,LB001207,Thuong gia,14469000,2024-05-03 01:30:00,2024-09-27 22:30:00
MG0003621,LB001207,Hang nhat,31409000,2024-08-08 01:30:00,2024-09-27 19:30:00
MG0003622,LB001208,Pho thong,4633000,2025-07-02 23:00:00,2025-10-01 01:00:00
MG0003623,LB001208,Thuong gia,5123000,2025-04-28 23:00:00,2025-10-01 04:00:00
MG0003624,LB001208,Hang nhat,15954000,2025-06-08 23:00:00,2025-10-01 06:00:00
MG0003625,LB001209,Pho thong,963000,2024-08-16 08:00:00,2024-12-09 12:00:00
MG0003626,LB001209,Thuong gia,14220000,2024-07-23 08:00:00,2024-12-09 22:00:00
MG0003627,LB001209,Hang nhat,17217000,2024-11-10 08:00:00,2024-12-09 10:00:00
MG0003628,LB001210,Pho thong,2890000,2024-03-20 11:00:00,2024-08-02 07:00:00
MG0003629,LB001210,Thuong gia,14040000,2024-02-27 11:00:00,2024-08-01 15:00:00
MG0003630,LB001210,Hang nhat,47760000,2024-04-05 11:00:00,2024-08-01 20:00:00
MG0003631,LB001211,Pho thong,1834000,2024-05-13 13:30:00,2024-11-03 02:30:00
MG0003632,LB001211,Thuong gia,5260000,2024-09-25 13:30:00,2024-11-02 21:30:00
MG0003633,LB001211,Hang nhat,12345000,2024-07-20 13:30:00,2024-11-03 01:30:00
MG0003634,LB001212,Pho thong,1182000,2025-05-29 16:45:00,2025-09-30 23:45:00
MG0003635,LB001212,Thuong gia,9756000,2025-04-14 16:45:00,2025-09-30 23:45:00
MG0003636,LB001212,Hang nhat,35728000,2025-05-15 16:45:00,2025-09-30 22:45:00
MG0003637,LB001213,Pho thong,2681000,2023-11-06 20:15:00,2024-01-20 15:15:00
MG0003638,LB001213,Thuong gia,8116000,2023-11-28 20:15:00,2024-01-19 23:15:00
MG0003639,LB001213,Hang nhat,29619000,2023-09-28 20:15:00,2024-01-20 17:15:00
MG0003640,LB001214,Pho thong,3157000,2024-12-16 08:45:00,2025-04-22 21:45:00
MG0003641,LB001214,Thuong gia,8971000,2024-11-15 08:45:00,2025-04-22 22:45:00
MG0003642,LB001214,Hang nhat,43250000,2025-02-06 08:45:00,2025-04-22 15:45:00
MG0003643,LB001215,Pho thong,4547000,2024-11-18 14:15:00,2025-01-08 04:15:00
MG0003644,LB001215,Thuong gia,6764000,2024-08-12 14:15:00,2025-01-07 17:15:00
MG0003645,LB001215,Hang nhat,48671000,2024-12-24 14:15:00,2025-01-08 12:15:00
MG0003646,LB001216,Pho thong,4850000,2024-07-25 13:45:00,2024-11-03 01:45:00
MG0003647,LB001216,Thuong gia,9100000,2024-10-18 13:45:00,2024-11-02 13:45:00
MG0003648,LB001216,Hang nhat,37967000,2024-09-16 13:45:00,2024-11-02 15:45:00
MG0003649,LB001217,Pho thong,4790000,2024-12-31 08:30:00,2025-02-25 17:30:00
MG0003650,LB001217,Thuong gia,11568000,2024-12-29 08:30:00,2025-02-26 05:30:00
MG0003651,LB001217,Hang nhat,35617000,2024-10-20 08:30:00,2025-02-25 13:30:00
MG0003652,LB001218,Pho thong,1665000,2025-09-01 07:45:00,2025-09-06 18:45:00
MG0003653,LB001218,Thuong gia,3057000,2025-03-12 07:45:00,2025-09-06 21:45:00
MG0003654,LB001218,Hang nhat,49483000,2025-07-05 07:45:00,2025-09-07 01:45:00
MG0003655,LB001219,Pho thong,988000,2023-11-29 07:30:00,2024-01-28 18:30:00
MG0003656,LB001219,Thuong gia,11022000,2023-12-21 07:30:00,2024-01-28 11:30:00
MG0003657,LB001219,Hang nhat,47611000,2023-10-10 07:30:00,2024-01-29 00:30:00
MG0003658,LB001220,Pho thong,3699000,2024-09-19 20:00:00,2025-03-08 06:00:00
MG0003659,LB001220,Thuong gia,6337000,2024-11-19 20:00:00,2025-03-08 07:00:00
MG0003660,LB001220,Hang nhat,34005000,2025-01-16 20:00:00,2025-03-08 11:00:00
MG0003661,LB001221,Pho thong,3723000,2023-08-20 08:30:00,2024-01-30 06:30:00
MG0003662,LB001221,Thuong gia,11274000,2023-10-05 08:30:00,2024-01-29 10:30:00
MG0003663,LB001221,Hang nhat,16357000,2024-01-09 08:30:00,2024-01-30 04:30:00
MG0003664,LB001222,Pho thong,3055000,2023-10-08 23:45:00,2024-02-13 17:45:00
MG0003665,LB001222,Thuong gia,11580000,2023-12-30 23:45:00,2024-02-13 01:45:00
MG0003666,LB001222,Hang nhat,31450000,2023-08-17 23:45:00,2024-02-13 13:45:00
MG0003667,LB001223,Pho thong,3996000,2024-01-11 10:30:00,2024-03-26 06:30:00
MG0003668,LB001223,Thuong gia,9657000,2023-12-13 10:30:00,2024-03-26 07:30:00
MG0003669,LB001223,Hang nhat,30729000,2023-11-17 10:30:00,2024-03-26 05:30:00
MG0003670,LB001224,Pho thong,1259000,2024-12-26 21:00:00,2025-01-07 05:00:00
MG0003671,LB001224,Thuong gia,5214000,2024-11-07 21:00:00,2025-01-07 08:00:00
MG0003672,LB001224,Hang nhat,27438000,2024-07-11 21:00:00,2025-01-07 13:00:00
MG0003673,LB001225,Pho thong,1400000,2025-05-02 23:00:00,2025-08-06 23:00:00
MG0003674,LB001225,Thuong gia,14203000,2025-03-05 23:00:00,2025-08-07 01:00:00
MG0003675,LB001225,Hang nhat,22717000,2025-06-17 23:00:00,2025-08-06 23:00:00
MG0003676,LB001226,Pho thong,2234000,2025-01-24 08:45:00,2025-06-21 03:45:00
MG0003677,LB001226,Thuong gia,8544000,2025-04-15 08:45:00,2025-06-20 20:45:00
MG0003678,LB001226,Hang nhat,25201000,2025-01-05 08:45:00,2025-06-20 19:45:00
MG0003679,LB001227,Pho thong,1573000,2024-02-18 10:30:00,2024-05-05 02:30:00
MG0003680,LB001227,Thuong gia,11654000,2024-03-14 10:30:00,2024-05-04 12:30:00
MG0003681,LB001227,Hang nhat,43737000,2024-04-26 10:30:00,2024-05-05 07:30:00
MG0003682,LB001228,Pho thong,1477000,2024-03-25 13:15:00,2024-08-28 19:15:00
MG0003683,LB001228,Thuong gia,4336000,2024-04-08 13:15:00,2024-08-29 11:15:00
MG0003684,LB001228,Hang nhat,31371000,2024-08-10 13:15:00,2024-08-28 20:15:00
MG0003685,LB001229,Pho thong,4718000,2024-04-30 14:45:00,2024-10-07 14:45:00
MG0003686,LB001229,Thuong gia,13818000,2024-07-03 14:45:00,2024-10-08 09:45:00
MG0003687,LB001229,Hang nhat,25249000,2024-04-13 14:45:00,2024-10-08 13:45:00
MG0003688,LB001230,Pho thong,4029000,2025-02-03 11:00:00,2025-06-29 22:00:00
MG0003689,LB001230,Thuong gia,3422000,2025-05-28 11:00:00,2025-06-29 14:00:00
MG0003690,LB001230,Hang nhat,35955000,2025-02-08 11:00:00,2025-06-30 10:00:00
MG0003691,LB001231,Pho thong,3680000,2025-07-29 07:30:00,2025-11-29 21:30:00
MG0003692,LB001231,Thuong gia,5852000,2025-08-20 07:30:00,2025-11-29 07:30:00
MG0003693,LB001231,Hang nhat,49205000,2025-07-25 07:30:00,2025-11-29 19:30:00
MG0003694,LB001232,Pho thong,4662000,2024-07-30 09:00:00,2025-01-10 17:00:00
MG0003695,LB001232,Thuong gia,13553000,2024-11-30 09:00:00,2025-01-10 15:00:00
MG0003696,LB001232,Hang nhat,35484000,2024-11-12 09:00:00,2025-01-10 23:00:00
MG0003697,LB001233,Pho thong,4504000,2025-09-23 01:15:00,2025-11-08 16:15:00
MG0003698,LB001233,Thuong gia,12665000,2025-08-04 01:15:00,2025-11-08 11:15:00
MG0003699,LB001233,Hang nhat,26415000,2025-10-01 01:15:00,2025-11-08 10:15:00
MG0003700,LB001234,Pho thong,1325000,2025-05-28 22:30:00,2025-10-16 09:30:00
MG0003701,LB001234,Thuong gia,14303000,2025-05-06 22:30:00,2025-10-16 15:30:00
MG0003702,LB001234,Hang nhat,39338000,2025-06-28 22:30:00,2025-10-16 07:30:00
MG0003703,LB001235,Pho thong,2327000,2024-05-06 14:45:00,2024-08-29 23:45:00
MG0003704,LB001235,Thuong gia,11680000,2024-06-05 14:45:00,2024-08-30 09:45:00
MG0003705,LB001235,Hang nhat,38504000,2024-07-06 14:45:00,2024-08-30 07:45:00
MG0003706,LB001236,Pho thong,3569000,2024-04-23 09:00:00,2024-09-17 09:00:00
MG0003707,LB001236,Thuong gia,9578000,2024-04-10 09:00:00,2024-09-17 18:00:00
MG0003708,LB001236,Hang nhat,22276000,2024-06-03 09:00:00,2024-09-17 12:00:00
MG0003709,LB001237,Pho thong,1256000,2024-03-02 14:30:00,2024-06-12 22:30:00
MG0003710,LB001237,Thuong gia,13856000,2023-12-27 14:30:00,2024-06-13 04:30:00
MG0003711,LB001237,Hang nhat,17976000,2024-01-03 14:30:00,2024-06-13 12:30:00
MG0003712,LB001238,Pho thong,2414000,2024-07-10 02:45:00,2024-10-06 04:45:00
MG0003713,LB001238,Thuong gia,14318000,2024-05-25 02:45:00,2024-10-06 20:45:00
MG0003714,LB001238,Hang nhat,32696000,2024-09-28 02:45:00,2024-10-06 13:45:00
MG0003715,LB001239,Pho thong,3659000,2024-10-20 22:45:00,2024-12-05 22:45:00
MG0003716,LB001239,Thuong gia,12382000,2024-10-25 22:45:00,2024-12-06 03:45:00
MG0003717,LB001239,Hang nhat,22660000,2024-10-14 22:45:00,2024-12-06 08:45:00
MG0003718,LB001240,Pho thong,2128000,2025-10-12 08:00:00,2025-12-15 16:00:00
MG0003719,LB001240,Thuong gia,4165000,2025-07-10 08:00:00,2025-12-15 10:00:00
MG0003720,LB001240,Hang nhat,10347000,2025-11-27 08:00:00,2025-12-16 07:00:00
MG0003721,LB001241,Pho thong,2116000,2025-06-28 23:30:00,2025-07-14 20:30:00
MG0003722,LB001241,Thuong gia,4807000,2025-04-11 23:30:00,2025-07-13 23:30:00
MG0003723,LB001241,Hang nhat,24518000,2025-05-18 23:30:00,2025-07-14 20:30:00
MG0003724,LB001242,Pho thong,2222000,2025-07-27 20:15:00,2025-10-18 04:15:00
MG0003725,LB001242,Thuong gia,4218000,2025-09-01 20:15:00,2025-10-18 10:15:00
MG0003726,LB001242,Hang nhat,16530000,2025-05-25 20:15:00,2025-10-18 15:15:00
MG0003727,LB001243,Pho thong,3159000,2024-04-16 00:45:00,2024-05-18 18:45:00
MG0003728,LB001243,Thuong gia,14800000,2023-12-08 00:45:00,2024-05-18 01:45:00
MG0003729,LB001243,Hang nhat,36555000,2023-11-22 00:45:00,2024-05-18 20:45:00
MG0003730,LB001244,Pho thong,3974000,2024-02-14 03:15:00,2024-03-24 23:15:00
MG0003731,LB001244,Thuong gia,7552000,2024-02-17 03:15:00,2024-03-24 11:15:00
MG0003732,LB001244,Hang nhat,37525000,2024-02-08 03:15:00,2024-03-24 08:15:00
MG0003733,LB001245,Pho thong,3202000,2025-07-23 04:45:00,2025-10-25 09:45:00
MG0003734,LB001245,Thuong gia,14359000,2025-07-01 04:45:00,2025-10-25 12:45:00
MG0003735,LB001245,Hang nhat,49513000,2025-05-31 04:45:00,2025-10-25 17:45:00
MG0003736,LB001246,Pho thong,1367000,2024-02-09 08:15:00,2024-05-16 02:15:00
MG0003737,LB001246,Thuong gia,4332000,2024-02-27 08:15:00,2024-05-16 03:15:00
MG0003738,LB001246,Hang nhat,22828000,2023-11-24 08:15:00,2024-05-15 11:15:00
MG0003739,LB001247,Pho thong,4931000,2024-09-21 06:00:00,2024-10-14 10:00:00
MG0003740,LB001247,Thuong gia,13693000,2024-06-08 06:00:00,2024-10-14 10:00:00
MG0003741,LB001247,Hang nhat,44050000,2024-06-28 06:00:00,2024-10-14 18:00:00
MG0003742,LB001248,Pho thong,4598000,2024-11-30 18:15:00,2025-01-21 01:15:00
MG0003743,LB001248,Thuong gia,13870000,2025-01-12 18:15:00,2025-01-21 07:15:00
MG0003744,LB001248,Hang nhat,22265000,2025-01-05 18:15:00,2025-01-20 19:15:00
MG0003745,LB001249,Pho thong,970000,2025-06-29 19:15:00,2025-10-24 08:15:00
MG0003746,LB001249,Thuong gia,3963000,2025-05-06 19:15:00,2025-10-23 21:15:00
MG0003747,LB001249,Hang nhat,44882000,2025-06-02 19:15:00,2025-10-24 14:15:00
MG0003748,LB001250,Pho thong,3209000,2024-02-11 08:15:00,2024-07-21 08:15:00
MG0003749,LB001250,Thuong gia,13854000,2024-05-03 08:15:00,2024-07-22 01:15:00
MG0003750,LB001250,Hang nhat,37812000,2024-04-13 08:15:00,2024-07-22 06:15:00
MG0003751,LB001251,Pho thong,2341000,2025-06-26 08:15:00,2025-09-05 21:15:00
MG0003752,LB001251,Thuong gia,11487000,2025-04-25 08:15:00,2025-09-05 18:15:00
MG0003753,LB001251,Hang nhat,20464000,2025-08-01 08:15:00,2025-09-05 08:15:00
MG0003754,LB001252,Pho thong,1920000,2024-03-09 00:45:00,2024-04-29 14:45:00
MG0003755,LB001252,Thuong gia,13960000,2024-01-03 00:45:00,2024-04-29 02:45:00
MG0003756,LB001252,Hang nhat,42430000,2023-12-19 00:45:00,2024-04-29 23:45:00
MG0003757,LB001253,Pho thong,1544000,2025-04-21 03:15:00,2025-05-21 00:15:00
MG0003758,LB001253,Thuong gia,12617000,2025-05-02 03:15:00,2025-05-20 08:15:00
